Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022
source_4,BR00127146,D23,JCP2022_089172
source_4,BR00127146,D24,JCP2022_090205
source_4,BR00127146,E01,JCP2022_033924
source_4,BR00127146,E02,JCP2022_016935
source_4,BR00127146,E03,JCP2022_073156
source_4,BR00127146,E04,JCP2022_028940
source_4,BR00127146,E05,JCP2022_033924
source_4,BR00127146,E06,JCP2022_073628
source_4,BR00127146,E07,JCP2022_030094
source_4,BR00127146,E08,JCP2022_033924
source_4,BR00127146,E09,JCP2022_064183
source_4,BR00127146,E10,JCP2022_033400
source_4,BR00127146,E11,JCP2022_106722
source_4,BR00127146,E12,JCP2022_050271
source_4,BR00127146,E13,JCP2022_033924
source_4,BR00127146,E14,JCP2022_020718
source_4,BR00127146,E15,JCP2022_084963
source_4,BR00127146,E16,JCP2022_028645
source_4,BR00127146,E17,JCP2022_074697
source_4,BR00127146,E18,JCP2022_033924
source_4,BR00127146,E19,JCP2022_024824
source_4,BR00127146,E20,JCP2022_045036
source_4,BR00127146,E21,JCP2022_092464
source_4,BR00127146,E22,JCP2022_033924
source_4,BR00127146,E23,JCP2022_033924
source_4,BR00127146,E24,JCP2022_080224
source_4,BR00127146,F01,JCP2022_021857
source_4,BR00127146,F02,JCP2022_048928
source_4,BR00127146,F03,JCP2022_007419
source_4,BR00127146,F04,JCP2022_069672
source_4,BR00127146,F05,JCP2022_033924
source_4,BR00127146,F06,JCP2022_085227
source_4,BR00127146,F07,JCP2022_068238
source_4,BR00127146,F08,JCP2022_102917
source_4,BR00127146,F09,JCP2022_050830
source_4,BR00127146,F10,JCP2022_056401
source_4,BR00127146,F11,JCP2022_077096
source_4,BR00127146,F12,JCP2022_006270
source_4,BR00127146,F13,JCP2022_033924
source_4,BR00127146,F14,JCP2022_033924
source_4,BR00127146,F15,JCP2022_101929
source_4,BR00127146,F16,JCP2022_060734
source_4,BR00127146,F17,JCP2022_033936
source_4,BR00127146,F18,JCP2022_100688
source_4,BR00127146,F19,JCP2022_033814
source_4,BR00127146,F20,JCP2022_063174
source_4,BR00127146,F21,JCP2022_033924
source_4,BR00127146,F22,JCP2022_033914
source_4,BR00127146,F23,JCP2022_101857
source_4,BR00127146,F24,JCP2022_033924
source_4,BR00127146,G01,JCP2022_053409
source_4,BR00127146,G02,JCP2022_052870
source_4,BR00127146,G03,JCP2022_033924
source_4,BR00127146,G04,JCP2022_033924
source_4,BR00127146,G05,JCP2022_114322
source_4,BR00127146,G06,JCP2022_027206
source_4,BR00127146,G07,JCP2022_089383
source_4,BR00127146,G08,JCP2022_041253
source_4,BR00127146,G09,JCP2022_028032
source_4,BR00127146,G10,JCP2022_081430
source_4,BR00127146,G11,JCP2022_056730
source_4,BR00127146,G12,JCP2022_067441
source_4,BR00127146,G13,JCP2022_046239
source_4,BR00127146,G14,JCP2022_013856
source_4,BR00127146,G15,JCP2022_069285
source_4,BR00127146,G16,JCP2022_033924
source_4,BR00127146,G17,JCP2022_034709
source_4,BR00127146,G18,JCP2022_069131
source_4,BR00127146,G19,JCP2022_033924
source_4,BR00127146,G20,JCP2022_103291
source_4,BR00127146,G21,JCP2022_000794
source_4,BR00127146,G22,JCP2022_112702
source_4,BR00127146,G23,JCP2022_053734
source_4,BR00127146,G24,JCP2022_093956
source_4,BR00127146,H01,JCP2022_041107
source_4,BR00127146,H02,JCP2022_033924
source_4,BR00127146,H03,JCP2022_017914
source_4,BR00127146,H04,JCP2022_046054
source_4,BR00127146,H05,JCP2022_054618
source_4,BR00127146,H06,JCP2022_033924
source_4,BR00127146,H07,JCP2022_076523
source_4,BR00127146,H08,JCP2022_004587
source_4,BR00127146,H09,JCP2022_033924
source_4,BR00127146,H10,JCP2022_039863
source_4,BR00127146,H11,JCP2022_104437
source_4,BR00127146,H12,JCP2022_050797
source_4,BR00127146,H13,JCP2022_102936
source_4,BR00127146,H14,JCP2022_051415
source_4,BR00127146,H15,JCP2022_102083
source_4,BR00127146,H16,JCP2022_073628
source_4,BR00127146,H17,JCP2022_033924
source_4,BR00127146,H18,JCP2022_033924
source_4,BR00127146,H19,JCP2022_079715
source_4,BR00127146,H20,JCP2022_060040
source_4,BR00127146,H21,JCP2022_060040
source_4,BR00127146,H22,JCP2022_033924
source_4,BR00127146,H23,JCP2022_090051
source_4,BR00127146,H24,JCP2022_025848
source_4,BR00127146,I01,JCP2022_005163
source_4,BR00127146,I02,JCP2022_033924
source_4,BR00127146,I03,JCP2022_042960
source_4,BR00127146,I04,JCP2022_022359
source_4,BR00127146,I05,JCP2022_115134
source_4,BR00127146,I06,JCP2022_051043
source_4,BR00127146,I07,JCP2022_083099
source_4,BR00127146,I08,JCP2022_050338
source_4,BR00127146,I09,JCP2022_033924
source_4,BR00127146,I10,JCP2022_033924
source_4,BR00127146,I11,JCP2022_057881
source_4,BR00127146,I12,JCP2022_049224
source_4,BR00127146,I13,JCP2022_011759
source_4,BR00127146,I14,JCP2022_110929
source_4,BR00127146,I15,JCP2022_033924
source_4,BR00127146,I16,JCP2022_012198
source_4,BR00127146,I17,JCP2022_013455
source_4,BR00127146,I18,JCP2022_032680
source_4,BR00127146,I19,JCP2022_088849
source_4,BR00127146,I20,JCP2022_033924
source_4,BR00127146,I21,JCP2022_057163
source_4,BR00127146,I22,JCP2022_038675
source_4,BR00127146,I23,JCP2022_029186
source_4,BR00127146,I24,JCP2022_066287
source_4,BR00127146,J01,JCP2022_035296
source_4,BR00127146,J02,JCP2022_091373
source_4,BR00127146,J03,JCP2022_015955
source_4,BR00127146,J04,JCP2022_033924
source_4,BR00127146,J05,JCP2022_075182
source_4,BR00127146,J06,JCP2022_106781
source_4,BR00127146,J07,JCP2022_046462
source_4,BR00127146,J08,JCP2022_068713
source_4,BR00127146,J09,JCP2022_116560
source_4,BR00127146,J10,JCP2022_071910
source_4,BR00127146,J11,JCP2022_071733
source_4,BR00127146,J12,JCP2022_033924
source_4,BR00127146,J13,JCP2022_064022
source_4,BR00127146,J14,JCP2022_046462
source_4,BR00127146,J15,JCP2022_032353
source_4,BR00127146,J16,JCP2022_058889
source_4,BR00127146,J17,JCP2022_082234
source_4,BR00127146,J18,JCP2022_116437
source_4,BR00127146,J19,JCP2022_093480
source_4,BR00127146,J20,JCP2022_105442
source_4,BR00127146,J21,JCP2022_050873
source_4,BR00127146,J22,JCP2022_029868
source_4,BR00127146,J23,JCP2022_023781
source_4,BR00127146,J24,JCP2022_005628
source_4,BR00127146,K01,JCP2022_057971
source_4,BR00127146,K02,JCP2022_025848
source_4,BR00127146,K03,JCP2022_088224
source_4,BR00127146,K04,JCP2022_047143
source_4,BR00127146,K05,JCP2022_009886
source_4,BR00127146,K06,JCP2022_033924
source_4,BR00127146,K07,JCP2022_033924
source_4,BR00127146,K08,JCP2022_109917
source_4,BR00127146,K09,JCP2022_058288
source_4,BR00127146,K10,JCP2022_075694
source_4,BR00127146,K11,JCP2022_105696
source_4,BR00127146,K12,JCP2022_012818
source_4,BR00127146,K13,JCP2022_106219
source_4,BR00127146,K14,JCP2022_033924
source_4,BR00127146,K15,JCP2022_105539
source_4,BR00127146,K16,JCP2022_068901
source_4,BR00127146,K17,JCP2022_010404
source_4,BR00127146,K18,JCP2022_031861
source_4,BR00127146,K19,JCP2022_051319
source_4,BR00127146,K20,JCP2022_002206
source_4,BR00127146,K21,JCP2022_072945
source_4,BR00127146,K22,JCP2022_019314
source_4,BR00127146,K23,JCP2022_038096
source_4,BR00127146,K24,JCP2022_033924
source_4,BR00127146,L01,JCP2022_059966
source_4,BR00127146,L02,JCP2022_082046
source_4,BR00127146,L03,JCP2022_033924
source_4,BR00127146,L04,JCP2022_069491
source_4,BR00127146,L05,JCP2022_036614
source_4,BR00127146,L06,JCP2022_084606
source_4,BR00127146,L07,JCP2022_116749
source_4,BR00127146,L08,JCP2022_067886
source_4,BR00127146,L09,JCP2022_109043
source_4,BR00127146,L10,JCP2022_033924
source_4,BR00127146,L11,JCP2022_026475
source_4,BR00127146,L12,JCP2022_046524
source_4,BR00127146,L13,JCP2022_033924
source_4,BR00127146,L14,JCP2022_076233
source_4,BR00127146,L15,JCP2022_037716
source_4,BR00127146,L16,JCP2022_068606
source_4,BR00127146,L17,JCP2022_042354
source_4,BR00127146,L18,JCP2022_071811
source_4,BR00127146,L19,JCP2022_001036
source_4,BR00127146,L20,JCP2022_001036
source_4,BR00127146,L21,JCP2022_043332
source_4,BR00127146,L22,JCP2022_080920
source_4,BR00127146,L23,JCP2022_033924
source_4,BR00127146,L24,JCP2022_077671
source_4,BR00127146,M01,JCP2022_021751
source_4,BR00127146,M02,JCP2022_064903
source_4,BR00127146,M03,JCP2022_033924
source_4,BR00127146,M04,JCP2022_069668
source_4,BR00127146,M05,JCP2022_017377
source_4,BR00127146,M06,JCP2022_097564
source_4,BR00127146,M07,JCP2022_107658
source_4,BR00127146,M08,JCP2022_093901
source_4,BR00127146,M09,JCP2022_081496
source_4,BR00127146,M10,JCP2022_033924
source_4,BR00127146,M11,JCP2022_004587
source_4,BR00127146,M12,JCP2022_073458
source_4,BR00127146,M13,JCP2022_033924
source_4,BR00127146,M14,JCP2022_065525
source_4,BR00127146,M15,JCP2022_056401
source_4,BR00127146,M16,JCP2022_076300
source_4,BR00127146,M17,JCP2022_059269
source_4,BR00127146,M18,JCP2022_033924
source_4,BR00127146,M19,JCP2022_002118
source_4,BR00127146,M20,JCP2022_106680
source_4,BR00127146,M21,JCP2022_033924
source_4,BR00127146,M22,JCP2022_041139
source_4,BR00127146,M23,JCP2022_043287
source_4,BR00127146,M24,JCP2022_058461
source_4,BR00127146,N01,JCP2022_033924
source_4,BR00127146,N02,JCP2022_081555
source_4,BR00127146,N03,JCP2022_062592
source_4,BR00127146,N04,JCP2022_007175
source_4,BR00127146,N05,JCP2022_055904
source_4,BR00127146,N06,JCP2022_033924
source_4,BR00127146,N07,JCP2022_033924
source_4,BR00127146,N08,JCP2022_015955
source_4,BR00127146,N09,JCP2022_003951
source_4,BR00127146,N10,JCP2022_094002
source_4,BR00127146,N11,JCP2022_087562
source_4,BR00127146,N12,JCP2022_078581
source_4,BR00127146,N13,JCP2022_046649
source_4,BR00127146,N14,JCP2022_001275
source_4,BR00127146,N15,JCP2022_035351
source_4,BR00127146,N16,JCP2022_002118
source_4,BR00127146,N17,JCP2022_035570
source_4,BR00127146,N18,JCP2022_052259
source_4,BR00127146,N19,JCP2022_033924
source_4,BR00127146,N20,JCP2022_033924
source_4,BR00127146,N21,JCP2022_039116
source_4,BR00127146,N22,JCP2022_086505
source_4,BR00127146,N23,JCP2022_090884
source_4,BR00127146,N24,JCP2022_093047
source_4,BR00127146,O01,JCP2022_053626
source_4,BR00127146,O02,JCP2022_099089
source_4,BR00127146,O03,JCP2022_009419
source_4,BR00127146,O04,JCP2022_022191
source_4,BR00127146,O05,JCP2022_001890
source_4,BR00127146,O06,JCP2022_078588
source_4,BR00127146,O07,JCP2022_018074
source_4,BR00127146,O08,JCP2022_077046
source_4,BR00127146,O09,JCP2022_035095
source_4,BR00127146,O10,JCP2022_039047
source_4,BR00127146,O11,JCP2022_033924
source_4,BR00127146,O12,JCP2022_033924
source_4,BR00127146,O13,JCP2022_074702
source_4,BR00127146,O14,JCP2022_045105
source_4,BR00127146,O15,JCP2022_114461
source_4,BR00127146,O16,JCP2022_044972
source_4,BR00127146,O17,JCP2022_077927
source_4,BR00127146,O18,JCP2022_087693
source_4,BR00127146,O19,JCP2022_059825
source_4,BR00127146,O20,JCP2022_033012
source_4,BR00127146,O21,JCP2022_062184
source_4,BR00127146,O22,JCP2022_067426
source_4,BR00127146,O23,JCP2022_100876
source_4,BR00127146,O24,JCP2022_059103
source_4,BR00127146,P01,JCP2022_092256
source_4,BR00127146,P02,JCP2022_084364
source_4,BR00127146,P03,JCP2022_009867
source_4,BR00127146,P04,JCP2022_034137
source_4,BR00127146,P05,JCP2022_083372
source_4,BR00127146,P06,JCP2022_077142
source_4,BR00127146,P07,JCP2022_097998
source_4,BR00127146,P08,JCP2022_062023
source_4,BR00127146,P09,JCP2022_050162
source_4,BR00127146,P10,JCP2022_060311
source_4,BR00127146,P11,JCP2022_033924
source_4,BR00127146,P12,JCP2022_085892
source_4,BR00127146,P13,JCP2022_010654
source_4,BR00127146,P14,JCP2022_090768
source_4,BR00127146,P15,JCP2022_112828
source_4,BR00127146,P16,JCP2022_030831
source_4,BR00127146,P17,JCP2022_075916
source_4,BR00127146,P18,JCP2022_068634
source_4,BR00127146,P19,JCP2022_096067
source_4,BR00127146,P20,JCP2022_032357
source_4,BR00127146,P21,JCP2022_047545
source_4,BR00127146,P22,JCP2022_043099
source_4,BR00127146,P23,JCP2022_050516
source_4,BR00127146,P24,JCP2022_033924
source_4,BR00127147,A01,JCP2022_043547
source_4,BR00127147,A02,JCP2022_050797
source_4,BR00127147,A03,JCP2022_050997
source_4,BR00127147,A04,JCP2022_108326
source_4,BR00127147,A05,JCP2022_033924
source_4,BR00127147,A06,JCP2022_027911
source_4,BR00127147,A07,JCP2022_100264
source_4,BR00127147,A08,JCP2022_050861
source_4,BR00127147,A09,JCP2022_014367
source_4,BR00127147,A10,JCP2022_071429
source_4,BR00127147,A11,JCP2022_016288
source_4,BR00127147,A12,JCP2022_091373
source_4,BR00127147,A13,JCP2022_004940
source_4,BR00127147,A14,JCP2022_103217
source_4,BR00127147,A15,JCP2022_079562
source_4,BR00127147,A16,JCP2022_020163
source_4,BR00127147,A17,JCP2022_099471
source_4,BR00127147,A18,JCP2022_048971
source_4,BR00127147,A19,JCP2022_060649
source_4,BR00127147,A20,JCP2022_033924
source_4,BR00127147,A21,JCP2022_061421
source_4,BR00127147,A22,JCP2022_030713
source_4,BR00127147,A23,JCP2022_042261
source_4,BR00127147,A24,JCP2022_113600
source_4,BR00127147,B01,JCP2022_001890
source_4,BR00127147,B02,JCP2022_061654
source_4,BR00127147,B03,JCP2022_093289
source_4,BR00127147,B04,JCP2022_115963
source_4,BR00127147,B05,JCP2022_079617
source_4,BR00127147,B06,JCP2022_111730
source_4,BR00127147,B07,JCP2022_067887
source_4,BR00127147,B08,JCP2022_080150
source_4,BR00127147,B09,JCP2022_098688
source_4,BR00127147,B10,JCP2022_012146
source_4,BR00127147,B11,JCP2022_029951
source_4,BR00127147,B12,JCP2022_033924
source_4,BR00127147,B13,JCP2022_033924
source_4,BR00127147,B14,JCP2022_014114
source_4,BR00127147,B15,JCP2022_021678
source_4,BR00127147,B16,JCP2022_062326
source_4,BR00127147,B17,JCP2022_010382
source_4,BR00127147,B18,JCP2022_061437
source_4,BR00127147,B19,JCP2022_029365
source_4,BR00127147,B20,JCP2022_116188
source_4,BR00127147,B21,JCP2022_047559
source_4,BR00127147,B22,JCP2022_055397
source_4,BR00127147,B23,JCP2022_068660
source_4,BR00127147,B24,JCP2022_030049
source_4,BR00127147,C01,JCP2022_105456
source_4,BR00127147,C02,JCP2022_105621
source_4,BR00127147,C03,JCP2022_067432
source_4,BR00127147,C04,JCP2022_058046
source_4,BR00127147,C05,JCP2022_068838
source_4,BR00127147,C06,JCP2022_087474
source_4,BR00127147,C07,JCP2022_024601
source_4,BR00127147,C08,JCP2022_096865
source_4,BR00127147,C09,JCP2022_033924
source_4,BR00127147,C10,JCP2022_042332
source_4,BR00127147,C11,JCP2022_054601
source_4,BR00127147,C12,JCP2022_075930
source_4,BR00127147,C13,JCP2022_018899
source_4,BR00127147,C14,JCP2022_115049
source_4,BR00127147,C15,JCP2022_087444
source_4,BR00127147,C16,JCP2022_033924
source_4,BR00127147,C17,JCP2022_033924
source_4,BR00127147,C18,JCP2022_113710
source_4,BR00127147,C19,JCP2022_052804
source_4,BR00127147,C20,JCP2022_039503
source_4,BR00127147,C21,JCP2022_093678
source_4,BR00127147,C22,JCP2022_077089
source_4,BR00127147,C23,JCP2022_044197
source_4,BR00127147,C24,JCP2022_109350
source_4,BR00127147,D01,JCP2022_113779
source_4,BR00127147,D02,JCP2022_096054
source_4,BR00127147,D03,JCP2022_033924
source_4,BR00127147,D04,JCP2022_007613
source_4,BR00127147,D05,JCP2022_032771
source_4,BR00127147,D06,JCP2022_033924
source_4,BR00127147,D07,JCP2022_105442
source_4,BR00127147,D08,JCP2022_018280
source_4,BR00127147,D09,JCP2022_033924
source_4,BR00127147,D10,JCP2022_076573
source_4,BR00127147,D11,JCP2022_033914
source_4,BR00127147,D12,JCP2022_005529
source_4,BR00127147,D13,JCP2022_080920
source_4,BR00127147,D14,JCP2022_013856
source_4,BR00127147,D15,JCP2022_096342
source_4,BR00127147,D16,JCP2022_032771
source_4,BR00127147,D17,JCP2022_033924
source_4,BR00127147,D18,JCP2022_033924
source_4,BR00127147,D19,JCP2022_046054
source_4,BR00127147,D20,JCP2022_102083
source_4,BR00127147,D21,JCP2022_104794
source_4,BR00127147,D22,JCP2022_033924
source_4,BR00127147,D23,JCP2022_089172
source_4,BR00127147,D24,JCP2022_090205
source_4,BR00127147,E01,JCP2022_033924
source_4,BR00127147,E02,JCP2022_016935
source_4,BR00127147,E03,JCP2022_073156
source_4,BR00127147,E04,JCP2022_028940
source_4,BR00127147,E05,JCP2022_033924
source_4,BR00127147,E06,JCP2022_073628
source_4,BR00127147,E07,JCP2022_030094
source_4,BR00127147,E08,JCP2022_033924
source_4,BR00127147,E09,JCP2022_064183
source_4,BR00127147,E10,JCP2022_033400
source_4,BR00127147,E11,JCP2022_106722
source_4,BR00127147,E12,JCP2022_050271
source_4,BR00127147,E13,JCP2022_033924
source_4,BR00127147,E14,JCP2022_020718
source_4,BR00127147,E15,JCP2022_084963
source_4,BR00127147,E16,JCP2022_028645
source_4,BR00127147,E17,JCP2022_074697
source_4,BR00127147,E18,JCP2022_033924
source_4,BR00127147,E19,JCP2022_024824
source_4,BR00127147,E20,JCP2022_045036
source_4,BR00127147,E21,JCP2022_092464
source_4,BR00127147,E22,JCP2022_033924
source_4,BR00127147,E23,JCP2022_033924
source_4,BR00127147,E24,JCP2022_080224
source_4,BR00127147,F01,JCP2022_021857
source_4,BR00127147,F02,JCP2022_048928
source_4,BR00127147,F03,JCP2022_007419
source_4,BR00127147,F04,JCP2022_069672
source_4,BR00127147,F05,JCP2022_033924
source_4,BR00127147,F06,JCP2022_085227
source_4,BR00127147,F07,JCP2022_068238
source_4,BR00127147,F08,JCP2022_102917
source_4,BR00127147,F09,JCP2022_050830
source_4,BR00127147,F10,JCP2022_056401
source_4,BR00127147,F11,JCP2022_077096
source_4,BR00127147,F12,JCP2022_006270
source_4,BR00127147,F13,JCP2022_033924
source_4,BR00127147,F14,JCP2022_033924
source_4,BR00127147,F15,JCP2022_101929
source_4,BR00127147,F17,JCP2022_033936
source_4,BR00127147,F18,JCP2022_100688
source_4,BR00127147,F19,JCP2022_033814
source_4,BR00127147,F20,JCP2022_063174
source_4,BR00127147,F21,JCP2022_033924
source_4,BR00127147,F23,JCP2022_101857
source_4,BR00127147,F24,JCP2022_033924
source_4,BR00127147,G01,JCP2022_053409
source_4,BR00127147,G02,JCP2022_052870
source_4,BR00127147,G03,JCP2022_033924
source_4,BR00127147,G04,JCP2022_033924
source_4,BR00127147,G05,JCP2022_114322
source_4,BR00127147,G06,JCP2022_027206
source_4,BR00127147,G07,JCP2022_089383
source_4,BR00127147,G08,JCP2022_041253
source_4,BR00127147,G09,JCP2022_028032
source_4,BR00127147,G10,JCP2022_081430
source_4,BR00127147,G11,JCP2022_056730
source_4,BR00127147,G12,JCP2022_067441
source_4,BR00127147,G13,JCP2022_046239
source_4,BR00127147,G14,JCP2022_013856
source_4,BR00127147,G15,JCP2022_069285
source_4,BR00127147,G16,JCP2022_033924
source_4,BR00127147,G17,JCP2022_034709
source_4,BR00127147,G18,JCP2022_069131
source_4,BR00127147,G19,JCP2022_033924
source_4,BR00127147,G20,JCP2022_103291
source_4,BR00127147,G21,JCP2022_000794
source_4,BR00127147,G22,JCP2022_112702
source_4,BR00127147,G23,JCP2022_053734
source_4,BR00127147,G24,JCP2022_093956
source_4,BR00127147,H01,JCP2022_041107
source_4,BR00127147,H02,JCP2022_033924
source_4,BR00127147,H03,JCP2022_017914
source_4,BR00127147,H04,JCP2022_046054
source_4,BR00127147,H05,JCP2022_054618
source_4,BR00127147,H06,JCP2022_033924
source_4,BR00127147,H07,JCP2022_076523
source_4,BR00127147,H08,JCP2022_004587
source_4,BR00127147,H09,JCP2022_033924
source_4,BR00127147,H10,JCP2022_039863
source_4,BR00127147,H11,JCP2022_104437
source_4,BR00127147,H12,JCP2022_050797
source_4,BR00127147,H13,JCP2022_102936
source_4,BR00127147,H14,JCP2022_051415
source_4,BR00127147,H15,JCP2022_102083
source_4,BR00127147,H16,JCP2022_073628
source_4,BR00127147,H17,JCP2022_033924
source_4,BR00127147,H18,JCP2022_033924
source_4,BR00127147,H19,JCP2022_079715
source_4,BR00127147,H20,JCP2022_060040
source_4,BR00127147,H21,JCP2022_060040
source_4,BR00127147,H22,JCP2022_033924
source_4,BR00127147,H23,JCP2022_090051
source_4,BR00127147,H24,JCP2022_025848
