Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022
source_4,BR00127148,L24,JCP2022_077671
source_4,BR00127148,M01,JCP2022_021751
source_4,BR00127148,M02,JCP2022_064903
source_4,BR00127148,M03,JCP2022_033924
source_4,BR00127148,M04,JCP2022_069668
source_4,BR00127148,M05,JCP2022_017377
source_4,BR00127148,M06,JCP2022_097564
source_4,BR00127148,M07,JCP2022_107658
source_4,BR00127148,M08,JCP2022_093901
source_4,BR00127148,M09,JCP2022_081496
source_4,BR00127148,M10,JCP2022_033924
source_4,BR00127148,M11,JCP2022_004587
source_4,BR00127148,M12,JCP2022_073458
source_4,BR00127148,M13,JCP2022_033924
source_4,BR00127148,M14,JCP2022_065525
source_4,BR00127148,M15,JCP2022_056401
source_4,BR00127148,M16,JCP2022_076300
source_4,BR00127148,M17,JCP2022_059269
source_4,BR00127148,M18,JCP2022_033924
source_4,BR00127148,M19,JCP2022_002118
source_4,BR00127148,M20,JCP2022_106680
source_4,BR00127148,M21,JCP2022_033924
source_4,BR00127148,M22,JCP2022_041139
source_4,BR00127148,M23,JCP2022_043287
source_4,BR00127148,M24,JCP2022_058461
source_4,BR00127148,N01,JCP2022_033924
source_4,BR00127148,N02,JCP2022_081555
source_4,BR00127148,N03,JCP2022_062592
source_4,BR00127148,N04,JCP2022_007175
source_4,BR00127148,N05,JCP2022_055904
source_4,BR00127148,N06,JCP2022_033924
source_4,BR00127148,N07,JCP2022_033924
source_4,BR00127148,N08,JCP2022_015955
source_4,BR00127148,N09,JCP2022_003951
source_4,BR00127148,N10,JCP2022_094002
source_4,BR00127148,N11,JCP2022_087562
source_4,BR00127148,N12,JCP2022_078581
source_4,BR00127148,N13,JCP2022_046649
source_4,BR00127148,N14,JCP2022_001275
source_4,BR00127148,N15,JCP2022_035351
source_4,BR00127148,N16,JCP2022_002118
source_4,BR00127148,N17,JCP2022_035570
source_4,BR00127148,N18,JCP2022_052259
source_4,BR00127148,N19,JCP2022_033924
source_4,BR00127148,N20,JCP2022_033924
source_4,BR00127148,N21,JCP2022_039116
source_4,BR00127148,N22,JCP2022_086505
source_4,BR00127148,N23,JCP2022_090884
source_4,BR00127148,N24,JCP2022_093047
source_4,BR00127148,O01,JCP2022_053626
source_4,BR00127148,O02,JCP2022_099089
source_4,BR00127148,O03,JCP2022_009419
source_4,BR00127148,O04,JCP2022_022191
source_4,BR00127148,O05,JCP2022_001890
source_4,BR00127148,O06,JCP2022_078588
source_4,BR00127148,O07,JCP2022_018074
source_4,BR00127148,O08,JCP2022_077046
source_4,BR00127148,O09,JCP2022_035095
source_4,BR00127148,O10,JCP2022_039047
source_4,BR00127148,O11,JCP2022_033924
source_4,BR00127148,O12,JCP2022_033924
source_4,BR00127148,O13,JCP2022_074702
source_4,BR00127148,O14,JCP2022_045105
source_4,BR00127148,O15,JCP2022_114461
source_4,BR00127148,O16,JCP2022_044972
source_4,BR00127148,O17,JCP2022_077927
source_4,BR00127148,O18,JCP2022_087693
source_4,BR00127148,O19,JCP2022_059825
source_4,BR00127148,O20,JCP2022_033012
source_4,BR00127148,O21,JCP2022_062184
source_4,BR00127148,O22,JCP2022_067426
source_4,BR00127148,O23,JCP2022_100876
source_4,BR00127148,O24,JCP2022_059103
source_4,BR00127148,P01,JCP2022_092256
source_4,BR00127148,P02,JCP2022_084364
source_4,BR00127148,P03,JCP2022_009867
source_4,BR00127148,P04,JCP2022_034137
source_4,BR00127148,P05,JCP2022_083372
source_4,BR00127148,P06,JCP2022_077142
source_4,BR00127148,P07,JCP2022_097998
source_4,BR00127148,P08,JCP2022_062023
source_4,BR00127148,P09,JCP2022_050162
source_4,BR00127148,P10,JCP2022_060311
source_4,BR00127148,P11,JCP2022_033924
source_4,BR00127148,P12,JCP2022_085892
source_4,BR00127148,P13,JCP2022_010654
source_4,BR00127148,P14,JCP2022_090768
source_4,BR00127148,P15,JCP2022_112828
source_4,BR00127148,P16,JCP2022_030831
source_4,BR00127148,P17,JCP2022_075916
source_4,BR00127148,P18,JCP2022_068634
source_4,BR00127148,P19,JCP2022_096067
source_4,BR00127148,P20,JCP2022_032357
source_4,BR00127148,P21,JCP2022_047545
source_4,BR00127148,P22,JCP2022_043099
source_4,BR00127148,P23,JCP2022_050516
source_4,BR00127148,P24,JCP2022_033924
source_4,BR00127149,A01,JCP2022_043547
source_4,BR00127149,A02,JCP2022_050797
source_4,BR00127149,A03,JCP2022_050997
source_4,BR00127149,A04,JCP2022_108326
source_4,BR00127149,A05,JCP2022_033924
source_4,BR00127149,A06,JCP2022_027911
source_4,BR00127149,A07,JCP2022_100264
source_4,BR00127149,A08,JCP2022_050861
source_4,BR00127149,A09,JCP2022_014367
source_4,BR00127149,A10,JCP2022_071429
source_4,BR00127149,A11,JCP2022_016288
source_4,BR00127149,A12,JCP2022_091373
source_4,BR00127149,A13,JCP2022_004940
source_4,BR00127149,A14,JCP2022_103217
source_4,BR00127149,A15,JCP2022_079562
source_4,BR00127149,A16,JCP2022_020163
source_4,BR00127149,A17,JCP2022_099471
source_4,BR00127149,A18,JCP2022_048971
source_4,BR00127149,A19,JCP2022_060649
source_4,BR00127149,A20,JCP2022_033924
source_4,BR00127149,A21,JCP2022_061421
source_4,BR00127149,A22,JCP2022_030713
source_4,BR00127149,A23,JCP2022_042261
source_4,BR00127149,A24,JCP2022_113600
source_4,BR00127149,B01,JCP2022_001890
source_4,BR00127149,B02,JCP2022_061654
source_4,BR00127149,B03,JCP2022_093289
source_4,BR00127149,B04,JCP2022_115963
source_4,BR00127149,B05,JCP2022_079617
source_4,BR00127149,B06,JCP2022_111730
source_4,BR00127149,B07,JCP2022_067887
source_4,BR00127149,B08,JCP2022_080150
source_4,BR00127149,B09,JCP2022_098688
source_4,BR00127149,B10,JCP2022_012146
source_4,BR00127149,B11,JCP2022_029951
source_4,BR00127149,B12,JCP2022_033924
source_4,BR00127149,B13,JCP2022_033924
source_4,BR00127149,B14,JCP2022_014114
source_4,BR00127149,B15,JCP2022_021678
source_4,BR00127149,B16,JCP2022_062326
source_4,BR00127149,B17,JCP2022_010382
source_4,BR00127149,B18,JCP2022_061437
source_4,BR00127149,B19,JCP2022_029365
source_4,BR00127149,B20,JCP2022_116188
source_4,BR00127149,B21,JCP2022_047559
source_4,BR00127149,B22,JCP2022_055397
source_4,BR00127149,B23,JCP2022_068660
source_4,BR00127149,B24,JCP2022_030049
source_4,BR00127149,C01,JCP2022_105456
source_4,BR00127149,C02,JCP2022_105621
source_4,BR00127149,C03,JCP2022_067432
source_4,BR00127149,C04,JCP2022_058046
source_4,BR00127149,C05,JCP2022_068838
source_4,BR00127149,C06,JCP2022_087474
source_4,BR00127149,C07,JCP2022_024601
source_4,BR00127149,C08,JCP2022_096865
source_4,BR00127149,C09,JCP2022_033924
source_4,BR00127149,C10,JCP2022_042332
source_4,BR00127149,C11,JCP2022_054601
source_4,BR00127149,C12,JCP2022_075930
source_4,BR00127149,C13,JCP2022_018899
source_4,BR00127149,C14,JCP2022_115049
source_4,BR00127149,C15,JCP2022_087444
source_4,BR00127149,C16,JCP2022_033924
source_4,BR00127149,C17,JCP2022_033924
source_4,BR00127149,C18,JCP2022_113710
source_4,BR00127149,C19,JCP2022_052804
source_4,BR00127149,C20,JCP2022_039503
source_4,BR00127149,C21,JCP2022_093678
source_4,BR00127149,C22,JCP2022_077089
source_4,BR00127149,C23,JCP2022_044197
source_4,BR00127149,C24,JCP2022_109350
source_4,BR00127149,D01,JCP2022_113779
source_4,BR00127149,D02,JCP2022_096054
source_4,BR00127149,D03,JCP2022_033924
source_4,BR00127149,D04,JCP2022_007613
source_4,BR00127149,D05,JCP2022_032771
source_4,BR00127149,D06,JCP2022_033924
source_4,BR00127149,D07,JCP2022_105442
source_4,BR00127149,D08,JCP2022_018280
source_4,BR00127149,D09,JCP2022_033924
source_4,BR00127149,D10,JCP2022_076573
source_4,BR00127149,D11,JCP2022_033914
source_4,BR00127149,D12,JCP2022_005529
source_4,BR00127149,D13,JCP2022_080920
source_4,BR00127149,D14,JCP2022_013856
source_4,BR00127149,D15,JCP2022_096342
source_4,BR00127149,D16,JCP2022_032771
source_4,BR00127149,D17,JCP2022_033924
source_4,BR00127149,D18,JCP2022_033924
source_4,BR00127149,D19,JCP2022_046054
source_4,BR00127149,D20,JCP2022_102083
source_4,BR00127149,D21,JCP2022_104794
source_4,BR00127149,D22,JCP2022_033924
source_4,BR00127149,D23,JCP2022_089172
source_4,BR00127149,D24,JCP2022_090205
source_4,BR00127149,E01,JCP2022_033924
source_4,BR00127149,E02,JCP2022_016935
source_4,BR00127149,E03,JCP2022_073156
source_4,BR00127149,E04,JCP2022_028940
source_4,BR00127149,E05,JCP2022_033924
source_4,BR00127149,E06,JCP2022_073628
source_4,BR00127149,E07,JCP2022_030094
source_4,BR00127149,E08,JCP2022_033924
source_4,BR00127149,E09,JCP2022_064183
source_4,BR00127149,E10,JCP2022_033400
source_4,BR00127149,E11,JCP2022_106722
source_4,BR00127149,E12,JCP2022_050271
source_4,BR00127149,E13,JCP2022_033924
source_4,BR00127149,E14,JCP2022_020718
source_4,BR00127149,E15,JCP2022_084963
source_4,BR00127149,E16,JCP2022_028645
source_4,BR00127149,E17,JCP2022_074697
source_4,BR00127149,E18,JCP2022_033924
source_4,BR00127149,E19,JCP2022_024824
source_4,BR00127149,E20,JCP2022_045036
source_4,BR00127149,E21,JCP2022_092464
source_4,BR00127149,E22,JCP2022_033924
source_4,BR00127149,E23,JCP2022_033924
source_4,BR00127149,E24,JCP2022_080224
source_4,BR00127149,F01,JCP2022_021857
source_4,BR00127149,F02,JCP2022_048928
source_4,BR00127149,F03,JCP2022_007419
source_4,BR00127149,F04,JCP2022_069672
source_4,BR00127149,F05,JCP2022_033924
source_4,BR00127149,F06,JCP2022_085227
source_4,BR00127149,F07,JCP2022_068238
source_4,BR00127149,F08,JCP2022_102917
source_4,BR00127149,F09,JCP2022_050830
source_4,BR00127149,F10,JCP2022_056401
source_4,BR00127149,F11,JCP2022_077096
source_4,BR00127149,F12,JCP2022_006270
source_4,BR00127149,F13,JCP2022_033924
source_4,BR00127149,F14,JCP2022_033924
source_4,BR00127149,F15,JCP2022_101929
source_4,BR00127149,F16,JCP2022_060734
source_4,BR00127149,F17,JCP2022_033936
source_4,BR00127149,F18,JCP2022_100688
source_4,BR00127149,F19,JCP2022_033814
source_4,BR00127149,F20,JCP2022_063174
source_4,BR00127149,F21,JCP2022_033924
source_4,BR00127149,F22,JCP2022_033914
source_4,BR00127149,F23,JCP2022_101857
source_4,BR00127149,F24,JCP2022_033924
source_4,BR00127149,G01,JCP2022_053409
source_4,BR00127149,G02,JCP2022_052870
source_4,BR00127149,G03,JCP2022_033924
source_4,BR00127149,G04,JCP2022_033924
source_4,BR00127149,G05,JCP2022_114322
source_4,BR00127149,G06,JCP2022_027206
source_4,BR00127149,G07,JCP2022_089383
source_4,BR00127149,G08,JCP2022_041253
source_4,BR00127149,G09,JCP2022_028032
source_4,BR00127149,G10,JCP2022_081430
source_4,BR00127149,G11,JCP2022_056730
source_4,BR00127149,G12,JCP2022_067441
source_4,BR00127149,G13,JCP2022_046239
source_4,BR00127149,G14,JCP2022_013856
source_4,BR00127149,G15,JCP2022_069285
source_4,BR00127149,G16,JCP2022_033924
source_4,BR00127149,G17,JCP2022_034709
source_4,BR00127149,G18,JCP2022_069131
source_4,BR00127149,G19,JCP2022_033924
source_4,BR00127149,G20,JCP2022_103291
source_4,BR00127149,G21,JCP2022_000794
source_4,BR00127149,G22,JCP2022_112702
source_4,BR00127149,G23,JCP2022_053734
source_4,BR00127149,G24,JCP2022_093956
source_4,BR00127149,H01,JCP2022_041107
source_4,BR00127149,H02,JCP2022_033924
source_4,BR00127149,H03,JCP2022_017914
source_4,BR00127149,H04,JCP2022_046054
source_4,BR00127149,H05,JCP2022_054618
source_4,BR00127149,H06,JCP2022_033924
source_4,BR00127149,H07,JCP2022_076523
source_4,BR00127149,H08,JCP2022_004587
source_4,BR00127149,H09,JCP2022_033924
source_4,BR00127149,H10,JCP2022_039863
source_4,BR00127149,H11,JCP2022_104437
source_4,BR00127149,H12,JCP2022_050797
source_4,BR00127149,H13,JCP2022_102936
source_4,BR00127149,H14,JCP2022_051415
source_4,BR00127149,H15,JCP2022_102083
source_4,BR00127149,H16,JCP2022_073628
source_4,BR00127149,H17,JCP2022_033924
source_4,BR00127149,H18,JCP2022_033924
source_4,BR00127149,H19,JCP2022_079715
source_4,BR00127149,H20,JCP2022_060040
source_4,BR00127149,H21,JCP2022_060040
source_4,BR00127149,H22,JCP2022_033924
source_4,BR00127149,H23,JCP2022_090051
source_4,BR00127149,H24,JCP2022_025848
source_4,BR00127149,I01,JCP2022_005163
source_4,BR00127149,I02,JCP2022_033924
source_4,BR00127149,I03,JCP2022_042960
source_4,BR00127149,I04,JCP2022_022359
source_4,BR00127149,I05,JCP2022_115134
source_4,BR00127149,I06,JCP2022_051043
source_4,BR00127149,I07,JCP2022_083099
source_4,BR00127149,I08,JCP2022_050338
source_4,BR00127149,I09,JCP2022_033924
source_4,BR00127149,I10,JCP2022_033924
source_4,BR00127149,I11,JCP2022_057881
source_4,BR00127149,I12,JCP2022_049224
source_4,BR00127149,I13,JCP2022_011759
source_4,BR00127149,I14,JCP2022_110929
source_4,BR00127149,I15,JCP2022_033924
source_4,BR00127149,I16,JCP2022_012198
source_4,BR00127149,I17,JCP2022_013455
source_4,BR00127149,I18,JCP2022_032680
source_4,BR00127149,I19,JCP2022_088849
source_4,BR00127149,I20,JCP2022_033924
source_4,BR00127149,I21,JCP2022_057163
source_4,BR00127149,I22,JCP2022_038675
source_4,BR00127149,I23,JCP2022_029186
source_4,BR00127149,I24,JCP2022_066287
source_4,BR00127149,J01,JCP2022_035296
source_4,BR00127149,J02,JCP2022_091373
source_4,BR00127149,J03,JCP2022_015955
source_4,BR00127149,J04,JCP2022_033924
source_4,BR00127149,J05,JCP2022_075182
source_4,BR00127149,J06,JCP2022_106781
source_4,BR00127149,J07,JCP2022_046462
source_4,BR00127149,J08,JCP2022_068713
source_4,BR00127149,J09,JCP2022_116560
source_4,BR00127149,J10,JCP2022_071910
source_4,BR00127149,J11,JCP2022_071733
source_4,BR00127149,J12,JCP2022_033924
source_4,BR00127149,J13,JCP2022_064022
source_4,BR00127149,J14,JCP2022_046462
source_4,BR00127149,J15,JCP2022_032353
source_4,BR00127149,J16,JCP2022_058889
source_4,BR00127149,J17,JCP2022_082234
source_4,BR00127149,J18,JCP2022_116437
source_4,BR00127149,J19,JCP2022_093480
source_4,BR00127149,J20,JCP2022_105442
source_4,BR00127149,J21,JCP2022_050873
source_4,BR00127149,J22,JCP2022_029868
source_4,BR00127149,J23,JCP2022_023781
source_4,BR00127149,J24,JCP2022_005628
source_4,BR00127149,K01,JCP2022_057971
source_4,BR00127149,K02,JCP2022_025848
source_4,BR00127149,K03,JCP2022_088224
source_4,BR00127149,K04,JCP2022_047143
source_4,BR00127149,K05,JCP2022_009886
source_4,BR00127149,K06,JCP2022_033924
source_4,BR00127149,K07,JCP2022_033924
source_4,BR00127149,K08,JCP2022_109917
source_4,BR00127149,K09,JCP2022_058288
source_4,BR00127149,K10,JCP2022_075694
source_4,BR00127149,K11,JCP2022_105696
source_4,BR00127149,K12,JCP2022_012818
source_4,BR00127149,K13,JCP2022_106219
source_4,BR00127149,K14,JCP2022_033924
source_4,BR00127149,K15,JCP2022_105539
source_4,BR00127149,K16,JCP2022_068901
source_4,BR00127149,K17,JCP2022_010404
source_4,BR00127149,K18,JCP2022_031861
source_4,BR00127149,K19,JCP2022_051319
source_4,BR00127149,K20,JCP2022_002206
source_4,BR00127149,K21,JCP2022_072945
source_4,BR00127149,K22,JCP2022_019314
source_4,BR00127149,K23,JCP2022_038096
source_4,BR00127149,K24,JCP2022_033924
source_4,BR00127149,L01,JCP2022_059966
source_4,BR00127149,L02,JCP2022_082046
source_4,BR00127149,L03,JCP2022_033924
source_4,BR00127149,L04,JCP2022_069491
source_4,BR00127149,L05,JCP2022_036614
source_4,BR00127149,L06,JCP2022_084606
source_4,BR00127149,L07,JCP2022_116749
source_4,BR00127149,L08,JCP2022_067886
source_4,BR00127149,L09,JCP2022_109043
source_4,BR00127149,L10,JCP2022_033924
source_4,BR00127149,L11,JCP2022_026475
source_4,BR00127149,L12,JCP2022_046524
source_4,BR00127149,L13,JCP2022_033924
source_4,BR00127149,L14,JCP2022_076233
source_4,BR00127149,L15,JCP2022_037716
source_4,BR00127149,L16,JCP2022_068606
source_4,BR00127149,L17,JCP2022_042354
source_4,BR00127149,L18,JCP2022_071811
source_4,BR00127149,L19,JCP2022_001036
source_4,BR00127149,L20,JCP2022_001036
source_4,BR00127149,L21,JCP2022_043332
source_4,BR00127149,L22,JCP2022_080920
source_4,BR00127149,L23,JCP2022_033924
source_4,BR00127149,L24,JCP2022_077671
source_4,BR00127149,M01,JCP2022_021751
source_4,BR00127149,M02,JCP2022_064903
source_4,BR00127149,M03,JCP2022_033924
source_4,BR00127149,M04,JCP2022_069668
source_4,BR00127149,M05,JCP2022_017377
source_4,BR00127149,M06,JCP2022_097564
source_4,BR00127149,M07,JCP2022_107658
source_4,BR00127149,M08,JCP2022_093901
source_4,BR00127149,M09,JCP2022_081496
source_4,BR00127149,M10,JCP2022_033924
source_4,BR00127149,M11,JCP2022_004587
source_4,BR00127149,M12,JCP2022_073458
source_4,BR00127149,M13,JCP2022_033924
source_4,BR00127149,M14,JCP2022_065525
source_4,BR00127149,M15,JCP2022_056401
source_4,BR00127149,M16,JCP2022_076300
source_4,BR00127149,M17,JCP2022_059269
source_4,BR00127149,M18,JCP2022_033924
source_4,BR00127149,M19,JCP2022_002118
source_4,BR00127149,M20,JCP2022_106680
source_4,BR00127149,M21,JCP2022_033924
source_4,BR00127149,M22,JCP2022_041139
source_4,BR00127149,M23,JCP2022_043287
source_4,BR00127149,M24,JCP2022_058461
source_4,BR00127149,N01,JCP2022_033924
source_4,BR00127149,N02,JCP2022_081555
source_4,BR00127149,N03,JCP2022_062592
source_4,BR00127149,N04,JCP2022_007175
source_4,BR00127149,N05,JCP2022_055904
source_4,BR00127149,N06,JCP2022_033924
source_4,BR00127149,N07,JCP2022_033924
source_4,BR00127149,N08,JCP2022_015955
source_4,BR00127149,N09,JCP2022_003951
source_4,BR00127149,N10,JCP2022_094002
source_4,BR00127149,N11,JCP2022_087562
source_4,BR00127149,N12,JCP2022_078581
source_4,BR00127149,N13,JCP2022_046649
source_4,BR00127149,N14,JCP2022_001275
source_4,BR00127149,N15,JCP2022_035351
source_4,BR00127149,N16,JCP2022_002118
source_4,BR00127149,N17,JCP2022_035570
source_4,BR00127149,N18,JCP2022_052259
source_4,BR00127149,N19,JCP2022_033924
source_4,BR00127149,N20,JCP2022_033924
source_4,BR00127149,N21,JCP2022_039116
source_4,BR00127149,N22,JCP2022_086505
source_4,BR00127149,N23,JCP2022_090884
source_4,BR00127149,N24,JCP2022_093047
source_4,BR00127149,O01,JCP2022_053626
source_4,BR00127149,O02,JCP2022_099089
source_4,BR00127149,O03,JCP2022_009419
source_4,BR00127149,O04,JCP2022_022191
source_4,BR00127149,O05,JCP2022_001890
source_4,BR00127149,O06,JCP2022_078588
source_4,BR00127149,O07,JCP2022_018074
source_4,BR00127149,O08,JCP2022_077046
source_4,BR00127149,O09,JCP2022_035095
source_4,BR00127149,O10,JCP2022_039047
source_4,BR00127149,O11,JCP2022_033924
source_4,BR00127149,O12,JCP2022_033924
source_4,BR00127149,O13,JCP2022_074702
source_4,BR00127149,O14,JCP2022_045105
source_4,BR00127149,O15,JCP2022_114461
source_4,BR00127149,O16,JCP2022_044972
source_4,BR00127149,O17,JCP2022_077927
source_4,BR00127149,O18,JCP2022_087693
source_4,BR00127149,O19,JCP2022_059825
source_4,BR00127149,O20,JCP2022_033012
source_4,BR00127149,O21,JCP2022_062184
source_4,BR00127149,O22,JCP2022_067426
source_4,BR00127149,O23,JCP2022_100876
source_4,BR00127149,O24,JCP2022_059103
source_4,BR00127149,P01,JCP2022_092256
source_4,BR00127149,P02,JCP2022_084364
source_4,BR00127149,P03,JCP2022_009867
source_4,BR00127149,P04,JCP2022_034137
source_4,BR00127149,P05,JCP2022_083372
source_4,BR00127149,P06,JCP2022_077142
source_4,BR00127149,P07,JCP2022_097998
source_4,BR00127149,P08,JCP2022_062023
source_4,BR00127149,P09,JCP2022_050162
source_4,BR00127149,P10,JCP2022_060311
source_4,BR00127149,P11,JCP2022_033924
source_4,BR00127149,P12,JCP2022_085892
source_4,BR00127149,P13,JCP2022_010654
source_4,BR00127149,P14,JCP2022_090768
source_4,BR00127149,P15,JCP2022_112828
source_4,BR00127149,P16,JCP2022_030831
source_4,BR00127149,P17,JCP2022_075916
source_4,BR00127149,P18,JCP2022_068634
source_4,BR00127149,P19,JCP2022_096067
source_4,BR00127149,P20,JCP2022_032357
source_4,BR00127149,P21,JCP2022_047545
source_4,BR00127149,P22,JCP2022_043099
source_4,BR00127149,P23,JCP2022_050516
source_4,BR00127149,P24,JCP2022_033924